item_name,item_id,user_name,rating
Miller Lite,403,MattH,1
Le Bilboquet Corriveau,18018,french tickler,14
Labatt Blue,252,RickRob925,7
Lancaster Milk Stout,7598,mcferc4,12
Fegleys Brew Works Devious Imperial Pumpkin,128744,Admiral,10
Russian River Pliny the Elder,8936,budobrewery,18
Anchor Bock Beer,47436,flatmatt,14
Phoenix Wobbly Bob,23995,tdtm82,15
North Coast Old Rasputin Russian Imperial Stout,680,monkeychugg55,16
Sierra Nevada Pale Ale &#40;Bottle&#41;,365,Hank1980,15
Schlafly APA,24986,thefederalist,14
Ommegang Rare Vos,8838,JFURYCAT,16
Avery Ellies Brown Ale,63,OzarkElmo,12
La Fourquette,31931,marcot,12
Affligem Blonde,3733,oakbluff,13
Great Divide Hercules Double IPA,32751,mybestfriend,16
BFM La Meule,5926,ricke,13
Erdinger Weissbier &#40;Hefe-Weizen&#41;,2468,cchubb,14
North Coast Old Rasputin Russian Imperial Stout,680,Quake1028,17
Kstritzer Schwarzbier,2225,HermanW,13
De Cam Oude Geuze,13674,TheCheeseMan,17
Sly Fox Incubus,17024,starfireming,10
Unibroue Maudite,1921,Fantomas23,18
Left Hand Good Juju Ginger,432,bw1982,11
De Cam Oude Lambiek,31842,cellar,15
Atwater Vanilla Java Porter,64792,bigirishphan,9
Sierra Nevada Pale Ale &#40;Bottle&#41;,365,herbstress3,17
Southpaw Light,418,scoobyluv,3
Paulaner Hefe-Weissbier,647,davidCC,16
Schell Pale Ale,787,elektrogeist,15
Rogue Yellow Snow IPA,34254,adavis234,17
Pabst Blue Ribbon,734,AdamSkillin,4
Sornin La Noelle,47384,rand,15
Palm Speciale,9476,BiddleBrau,13
Sierra Nevada Estate Homegrown Ale,132058,nramsburg,17
Erdinger Weissbier Kristallklar,2470,jetzler,11
Central Waters Brewers Reserve Bourbon Barrel Stout,34746,KingpinIPA,18
Russian River Salvation,20539,Vikingbrew,16
B&O Station Hearth Ale,23757,EYEdrinkFREELY,12
Schell Pilsner,785,Mrthirstyneck,15
Mendocino Black Hawk Stout,355,Mrthirstyneck,16
Goose Island Matilda,23624,randolphjj,17
TwoRows Bulldog Brown Ale,12436,Andrew196,8
Abita Turbodog,9,EKGoldings,16
3 Fonteinen Schaerbeekse Kriek,24383,cgreb,13
Bells Consecrator Doppelbock,3221,BrewCzar,15
Brasseurs et Frres Pilsener Czech des Dlires du Terroir,123833,JulienHuxley,6
Molson Canadian,237,poisoneddwarf,4
Three Floyds Pride & Joy Mild Ale,6223,queenholly,16
Marin San Quentins Breakout Stout,1324,JJClark,15
Rogue Dead Guy Ale,589,vw86ggti,17
Fullers London Porter &#40;Bottle/Keg&#41;,303,JohnRMurdoch,15
Michelob AmberBock,483,srqbeerman99,3
Diamond Knot Brown Ale,6286,porterdude,12
James Squire Four Wives Pilsener,4081,theread,14
Dixie Crimson Voodoo Ale,2281,winegarner,11
Oskar Blues Dales Pale Ale,11576,HighGravity,15
Lakefront Bock Beer,976,Nexxus,13
Heavy Seas Gold Ale,12200,crockettma,20
Samuel Smiths Taddy Porter,94,northropfrye,15
Livery Barrel Aged Maillot Jaune,89522,cmillward,16
Two Hearted Ale,1502,spilledpint,16
Florival Triple,20226,Yves,12
Blue Moon Pale Moon,87417,Leafs93,8
Dominion Pale Ale,7880,AndySox9,20
Rodenbach,1193,crowderm,14
The Bruery Saison Rue,86540,kegbear,16
Sierra Nevada Torpedo Extra IPA,59261,jarow,15
Hitachino Nest Espresso Stout,71055,ajm,17
Victory Scarlet Fire Rauchbier,23542,fluffy,15
Ayinger Hell,14734,darkseduction,12
Tregs JavaHead Stout,95497,Photog,17
Dundee Original Honey Brown Lager,82,Davhgbrew,15
Heavy Seas Red Sky At Night,34397,CMUBEERMAN,13
Nils Oscar India Ale,51039,MarcLager,4
Tregs JavaHead Stout,95497,Spookgolds,15
Red Fox Black Fox,95242,ladnewton,18
Gouden Carolus Cuvee Van De Keizer Blauw/Blue,6170,xmarcnolanx,15
Bud Light,474,Ryan82SM,4
Dogfish Head Hellhound On My Ale,142907,BrewBoxer,16
Firestone Walker Union Jack IPA,76883,koopa,14
AllGates Yankee Pale Ale,110905,gowdy,15
Belvoir Melton Red,5544,DutchDrebus,13
Mendocino White Hawk Original IPA,14940,mrchug645,12
Crouch Vale Brewers Gold,18064,Tobias10,17
Coney Island Lager,74651,forsides,14
Rogue Half-E-Weizen &#40;MoM Hefeweizen&#41;,583,OlivierMTL,14
Chatoe Rogue Dirtoir Black Lager,113631,Daytonbeer,16
Avery New World Porter,70,HopasaurusRex,16
Fullers London Pride &#40;Pasteurised&#41;,288,kassner,12
Bells Cherry Stout,3216,zer0crew,13
Big River Grille Rocket Red Ale,19314,bluemeow76,13
Fullers Vintage Ale 1998,10564,DrBeer,16
Outback Chilli Beer,27470,madquacker,7
Flying Dog Tire Bite Golden Ale,687,Onslow,8
Boulder Beer Mojo IPA,25095,maugus4ever,15
Mustang Golden Ale,108190,weharvie,12
Toa,26073,coldbrewky,13
Timmermans Tradition Blanche Lambicus,7060,Kst,5
Broadway Pub Mary Poppins,68838,sseb69,16
North Coast Old Rasputin Russian Imperial Stout,680,blafa,16
21st Amendment Monks Blood,100023,kassner,16
Sweetwater 420 Extra Pale Ale,172,viet959,14
Nova Paka Brou&#269;ek,4850,Panzuriel,3
Whittingtons Cats Whiskers,32998,Beth101,12
Rogue Imperial Porter,62556,DavidHawman,16
Tyranena Painted Ladies Pumpkin Spice Ale,95902,Nsanders,8
Rogue Chipotle Ale,33254,CUJO,12
Odell 90 Shilling,2177,yemenmocha,8
Smuttynose Pumpkin Ale,26777,prum36,10
Spezial Rauchbier Lager,11058,Furseth,11
Oggis Black Magic Stout,2620,Chthulhu,9
Wychwood Hobgoblin &#40;Pasteurised&#41;,5107,LoveCaissa,15
Ace Apple Honey Cider,3005,Nsanders,11
Rogue Yellow Snow IPA,34254,cstuartj,13
Westmalle Dubbel,2205,Mklein818,17
Long Trail Ale,3043,daalamar,12
Samuel Adams Noble Pils,107598,LiteWait,13
Hitachino Nest Lacto Sweet Stout,13577,PWalk,10
Harpoon Celtic Ale,11987,xmandax,11
Gulden Draak,3958,Birdiebeagle,12
Avery Mephistopheles Stout,55211,ChrisThomson,14
Odell 90 Shilling,2177,segfault,13
M.J. Barleyhoppers Huckle Weizen,2874,pdxmickey,11
Boulevard Irish Ale,118,madscotsman,13
De Dochter van de Korenaar Finesse,119253,Peregrinari,8
Great Dane 7 Cs Pale Ale,43801,jewedekind,13
Founders Devil Dancer Triple IPA,34518,hellomisterp,18
Wagner Valley Champagne Wit,51583,AskForJenny,13
Boddingtons Pub Ale &#40;Can&#41;,690,darkguardian,10
Guinness Draught,1267,AustinMilbarge,17
HeBrew Monumental Jewbelation Tenth Anniversary Ale,65631,slang,15
Revolution Mad Cow Milk Stout,123570,TheEnemy,15
Empyrean IPA,48131,Edgekrusher,12
Schwaben Bru Das Helle,24181,fatty,11
Samuel Adams Blackberry Witbier,89638,dlovell2,6
Bitburger Premium Pils,851,JohnKonz,20
Chimay Triple / Blanche &#40;White&#41; / Cinq Cents,52,graham515,15
St. Bernardus Abt 12,2530,Adenila,19
James Page Burly Brown Ale,1664,coyforce,7
Beer Works Peach Fuzz,47514,ericnixon,5
Pacifico Clara,746,Tejas,10
SanTan HopShock IPA,83181,TheRealMGD,13
Rogue Imperial Stout,5266,ShelbyGrey,16
Cisco Whales Tale Pale Ale,3139,Gregory,14
Adnams Tally-Ho,4727,tdtm82,14
Gubernija igulinis,42284,Cable,8
Southern Tier Harvest Ale,27471,DrHomolka,16
Chapeau Kriek,6092,Lilith,12
Michigan Brewing Celis White,16684,Rutzicka,16
Hereford & Hops Harmony Wheat,69561,SSKD814,14
North Peak Archangel Summer Wheat,125844,RoscoeJackson,12
McEwans Scotch Ale,879,demitriustown,15
Weyerbacher Double Simcoe IPA,59030,McGrupp612,18
Rogue Dry Hopped St. Rogue Red Ale,596,thomas15,15
Diamond Knot Ho-Ho,19907,asteele8,16
Dundee Original Honey Brown Lager,82,gerdy555,10
Dragonmead Bishop Bobs Holy Smoke,23044,mvp,12
Lake Louie Warped Speed,9167,Erdinger2003,19
Jolly Pumpkin Luciernaga Grand Reserve,54834,jtw,17
Corona Extra,742,davefortier,13
Hofbru Mnchen Schwarze Weisse,10135,CEZ,13
Founders Double Trouble IPA,67360,BigMomma,14
Oskar Blues Ten FIDY,68107,TheHopster,14
Augustiner Lagerbier Hell,9604,HermanW,8
Firestone Walker 13,112881,mreusch,17
Three Floyds Gumballhead,22764,OzarkElmo,15
Starobrno &#268;ern,35768,thirstyrabbit,12
Alpine Beer Company Hoppy Birthday,123454,HonusWagner,17
Peroni Nastro Azzurro,3029,grat,10
Ottos Apricot Wheat,18097,jonnabrix,14
Lahnsteiner Weizenbier Alkoholfrei,105660,Quinten,13
Founders KBS &#40;Kentucky Breakfast Stout&#41;,40544,mackus2,15
Founders Harvest Ale,40277,thome50,17
Victory Resolution Porter,42785,Jonathan3584,14
Samuel Smiths Nut Brown Ale,1477,DrunkAsASkunk,14
Mulholland Perfect Storm Vanilla Framboise,83043,Rogueone,12
Allagash White,3014,ultraspank,13
St. Ambroise Apricot Wheat Ale,846,mile,8
Capital Oktoberfest,860,burcusabrews,17
Newcastle Brown Ale,132,miko,17
Moerlein Barbarossa,85455,Ferociousaurus,12
Niagara Falls Eisbock,6434,BINGEBOT,14
Stone Smoked Porter,421,superspak,16
Stone Imperial Russian Stout,4315,beervana,19
Gouden Carolus Cuvee Van De Keizer Rood/Red,86944,heavy,17
Anderson Valley Hop Ottin IPA,336,Drinkingdan,15
Jablonowo Mocne Eksportowe,36494,teddybeer,13
Holgate Brewhouse Mt Macedon Ale,10603,ndon,13
Rogue Double Dead Guy Ale,84460,T2Tool,15
Stone Ruination IPA,14709,pistolpete,15
Fortuna Hefeweizen,15231,delnoche,12
Stone Ruination IPA,14709,tcfishler,15
21st Amendment Hop Crisis&#033;,84021,cakanator,18
Chimay Triple / Blanche &#40;White&#41; / Cinq Cents,52,french tickler,15
Hitachino Nest Japanese Classic Ale,34973,Trappist,16
Rogue HazelNut Brown Nectar,585,GKillian,14
Stone Sublimely Self Righteous Ale,96858,EHouse,17
St. Ambroise Oatmeal Stout,839,Illuminatus,17
Great Lakes Blackout Stout,30896,jandd1983,12
Oskar Blues Old Chub,11579,6ROW,16
Samuel Adams Boston Ale,159,mrant,12
Hook and Ladder Golden Ale,56940,JDBaker11058,7
Keegan Ales Mothers Milk Stout,29342,Chapel,13
Cigar City Lil Warmer,136732,jedinord,16
Weihenstephaner Hefe Weissbier,1156,monkeychugg55,17
Sweetwater Dank Tank Ghoulash,155983,Gachupines,17
Voodoo Love Child,78541,beergodd1,14
Allagash Grand Cru,3013,hopslovin,14
Hopworks Abominable Winter Ale,80951,Zymurgeist2,13
McEwans Scotch Ale,879,chocolateyflow,17
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,jhumphries69,19
Ballast Point Sculpin IPA,50008,biznizness,12
Rogue Monk Madness,65037,benpickens,14
Full Sail Black Gold Imperial Stout Bourbon Barrel Aged,55488,arondee,15
Guinness Extra Stout &#40;North America&#41;,4456,caralkaline87,13
Weyerbacher Unfiltered Double Simcoe IPA,103546,bgburdman9,15
Stone Imperial Russian Stout,4315,strowlands8,19
Samuel Adams Holiday Porter,40127,Ty5592,12
Rogue Imperial Stout,5266,HOPSHUNTER,16
Shipyard Fuggles IPA,2520,hopheadfed,20
Paulaner Hefe-Weissbier,647,davidm,16
Lagunitas A Little Sumpin Extra&#033; Ale,109078,wavers1,16
Ridgeway Ivanhoe,28752,Metalhead,13
Sierra Nevada Porter,366,Amco,16
Bees Wobble,85264,albertane,16
Samuel Adams Chocolate Bock,29842,aguyintx66,16
Bud Extra &#40;B-to-the-E&#41;,41411,OD40oz,4
Avery Anniversary Eleven,32962,SoylentBlack,18
Wychwood Hobgoblin &#40;Pasteurised&#41;,5107,ChetLemmons,10
Dogfish Head ApriHop,13926,ElBorracho,14
Fat Heads Rocketman Red Ale,108808,baraciisch,10
Sierra Nevada Bigfoot,371,DubC5000,12
Starr Hill Dark Starr Stout,10806,radioseer,13
Bear Republic Black Raven Porter,34779,DeadGirl,14
Torgauer Landbier,8709,BeerBiker,13
Heavyweight Lunacy,4621,beerluvindave,15
Stone Imperial Russian Stout,4315,crowderm,16
Goose Island Bourbon County Stout,8909,mikkopen,18
Goose Island Kilgubbin Red Ale,816,Racegoer,8
Brewers Art House Pale Ale,11026,Holdwine,12
Goose Island Bourbon County Stout,8909,lobonator,19
Hitachino Nest Lacto Sweet Stout,13577,ccreitz,14
Tregs Dead Reckoning Porter,26292,msojka,14
Oskar Blues Old Chub,11579,prosqtor,18
Hoster Gold Top,23009,1010,15
Harpoon Munich Dark,696,carboloader,15
Brownstone White Water Lager,35155,DomiNate,12
Wadworth 6X &#40;Bottle/Can&#41;,4445,DownsouthGav,12
Aecht Schlenkerla Rauchbier Weizen,8565,13mikey,16
Leinenkugels Sunset Wheat,57459,osven,1
Ridgeway Bitter,45144,Pernille,13
Petes Wicked Strawberry Blonde,467,weeicemon,8
Eldridge Pope Thomas Hardys Ale &#40;all vintages to 1999&#41;,999,heavy,16
Mammoth IPA 395,84273,bigabe,16
Dundee Original Honey Brown Lager,82,hayden1215,10
Anchor Porter,48,K-V-F-L,15
Yazoo Rye Saison,95967,Avengedpoet,12
Murauer Radler Zitrone,34380,Wim,6
Breckenridge Avalanche Amber,2226,lagermonkey,11
Molson Canadian,237,getdrunk,17
Anchor Porter,48,dankfor20,19
Affligem Blonde,3733,Alldaydrinker,16
Atlantic Bar Harbor Blueberry Ale,7228,carboloader,15
3 Fonteinen Oude Geuze,11168,kmyers8807,15
Henry Weinhards Summer Wheat Ale,57823,Fightfire4beer,13
Weihenstephaner/Samuel Adams Infinium,135101,vikingguy,11
Lovejoys Old Horizontal,3659,Andrew196,9
Samuel Smiths Nut Brown Ale,1477,IrishRed1983,12
Anchor Bock Beer,47436,Sully,12
Henninger Premium Lager,5218,undercurrent25,11
Bells Batch 7000 Ale,51788,Hollywoodt,13
Widmer Brothers Drifter Pale Ale,96681,Guinness4Duff,14
Stockyard Oatmeal Stout,24055,nramsburg,18
De Dolle Arabier,6873,Adenila,15
Stone Ruination IPA,14709,phish410,16
Carolina Brewery West End Wheat,25837,BlueDevil0206,12
St. Ambroise Apricot Wheat Ale,846,kuphish,10
Samuel Adams Imperial Pilsner,52723,popery,15
Christian Moerlein Select Lager,1396,ultraspank,13
Brooklyner-Schneider Hopfen-Weisse,78068,Tejas,16
Gage Roads Atomic Pale Ale,132426,bluebetty,14
Lagunitas Maximus,7859,aaronbr,16
3 Fonteinen Oude Geuze,11168,Acetobacter,16
Butte Creek Organic Pilsner,51343,jstraw,10
Schell Schmaltzs Alt,788,P-tor44,13
AleSmith IPA,14396,ketchepillar,17
New Belgium Fat Tire,424,GreatStelle,18
Smuttynose Snowblower Stout,94011,thefle,13
Tree Rebel,71901,Hooker,11
Moylans Hopsickle Imperial India Pale Ale,50114,hwasone,17
Schlitz Bull Ice,10502,Hammy78,1
Bells Oarsman Ale,98563,rking,16
Genesee Cream Ale,74,Sawicz,5
Sleeman Original Draught,45936,rylaad,10
Surly Smoke Lager,78947,Tripplebrew,16
Three Floyds Pride & Joy Mild Ale,6223,hallinghansen,14
Victory Moonglow Weizenbock,628,skoisirius,17
Brooklyn Brown Ale,529,cprochak,15
Strongbow Cider,3001,Hugerat,13
Dixie Beer,2280,karl,14
Delirium Tremens,1039,Ni209,15
Le Cheval Blanc Ambre,26779,lefossoyeur,13
Samuel Adams White Ale,165,Frovigalning,10
Bear Republic Red Rocket Ale,1609,lemasney,18
McEwans India Pale Ale,3433,verymerrymonk,10
Ithaca Flower Power IPA,13422,bobbypaulson,11
Lagunitas Olde Gnarly Wine,7428,clasley,15
Otter Creek Stovepipe Porter,2430,Sassy,9
Dieu du Ciel Route des pices,15138,Adenila,12
Drakes Its Fity,89231,Gypsy19,12
Samuel Adams Bonfire Rauchbier,149804,rlaw,11
Harpoon Cider,79562,daliesque,10
Tappeto Volante,53351,Dorqui,4
Fish Tale Anniversary Ale - 10,27803,DrD,15
Rhinelander Original,7029,manolager,8
Westvleteren 12,4934,skoisirius,17
Petrus Aged Pale,10325,BritAlesRule,15
Schneider Aventinus Weizen-Eisbock,10514,monkeychugg55,15
Starr Hill Double Platinum,118852,mixmasterob,19
Saranac India Pale Ale,553,sfontain,12
Smuttynose Shoals Pale Ale,103,VA Homebrewer,13
Olands Export Ale,7488,Dougan,14
Grolsch Twee Zwaluwen,8980,OllieBBommel,12
Sweetwater ESB,10215,Cable,16
Weihenstephaner Hefe Weissbier,1156,KajII,17
Widmer Brothers Brrr Seasonal Ale,94464,danem,15
Yeastie Boys Pot Kettle Black,122854,donfardz64,15
Samuel Adams Winter Lager,168,Holdwine,10
Old Yale Chilliwack Blonde Ale,20520,HazelRah,10
Port Brewing Old Viscosity,19220,mkade8883,15
Charlevoix Dominus Vobiscum Blanche,2054,neuromatt,15
Rogue Dry Hopped St. Rogue Red Ale,596,Smaskifa,15
Creemore Springs Premium Lager,5202,edwardadams,19
Dogfish Head Midas Touch Golden Elixir,7293,Rib Eye,10
Petes Place Waving Wheat,80535,KieferUGA,12
Nrrebro Golden Spike,86906,henrikb,12
Sierra Nevada Torpedo Extra IPA,59261,HighGravity,15
New Belgium Fat Tire,424,benrice99,16
Goose Island Mild Winter,90137,jvmiller,13
Harveys Elizabethan Ale,4361,obisbeer,17
Koff Porter,7231,TheGuy,16
BridgePort Hop Czar Imperial IPA,90738,JoeTheYounger,14
Two Brothers Northwind Imperial Stout,11185,FriarHop,12
Church Brew Celestial Gold,3599,Sonicdescent,7
Flying Dog Horn Dog Barley Wine,689,Baumgartner,14
Hair of the Dog Adam,568,GuilTTy,16
Dieu du Ciel Dernire Volont,34978,AndyReynolds,11
Oskar Blues Ten FIDY,68107,cexshun,17
Guinness Draught,1267,jlochamy,17
Shipyard Summer Ale,2413,BierBauch,9
New Belgium Fat Tire,424,ericmc83,6
Drakes Blonde Ale,29944,grant,15
Kaltenberg Hell,6299,superflyguy,9
Woodstock Inn Pigs Ear Brown Ale,3364,cfranz,15
Weyerbacher Double Simcoe IPA,59030,BeerBlockaid,15
De Dolle Oerbier Special Reserva,28132,spector,17
Westons Old Rosie Scrumpy,14005,MikaJuhani,13
Smuttynose Baltic Porter,83476,Nephilium,17
Rock Bottom College Park 86th Street Pale Ale,50322,atpayne,10
Boxer Lager,83231,paco,1
Saranac Black and Tan,547,Blom,10
Great Lakes Blackout Stout,30896,wheelz843,15
21st Amendment Brew Free or Die IPA,8189,dujoha9,9
Bells Consecrator Doppelbock,3221,RollinHard,16
Alexander Keiths Premium White,100520,KingofCastle,1
Victory Prima Pils,619,JStax,16
Edenton Winter Cheer Royal Stout,42226,Yuhasz,14
Dachsbru Hell,47006,darkseduction,13
Green Valley Brewing Stone Mill Pale Ale,59380,henry3r,10
Flying Dog Horn Dog Barley Wine,689,luv2brew,13
Coopers Sparkling Ale,1589,dreamflower,12
Lade Gaards Brygghus Julel Sterk Type,157318,Palme,8
Mahrs Bru Der Weisse Bock,5153,bonvivant,17
Wasatch White Label,94925,GKillian,14
Uinta Anniversary Barley Wine,3716,zizzybalubba,16
Wittekerke,9315,BierBauch,13
Big Sky Ivan the Terrible Imperial Stout,66368,cprochak,18
Rogue Morimoto Imperial Pilsner,587,patrickfannon,13
Oskar Blues Dales Pale Ale,11576,NomDeBeer,15
Kuhnhenn English IPA,15361,walleye,17
Boulevard Boss Toms Golden Bock,84512,benfergy,13
Schneider Weisse Original,1762,daniel0017,10
Rocky River Kohlminator Bock,32321,bkelley68,16
Pike Monks Uncle Tripel Ale,68750,patricks110,15
Hacker-Pschorr Dunkle Weisse,655,THE BEER BARON,4
Town Hall Chili Hefe,132403,northropfrye,12
Dogfish Head 60 Minute IPA,7431,jkaiser,18
Samuel Smiths Oatmeal Stout,87,MrHoppsworth,14
Deschutes Broken Top Bock,2140,ontario102,16
Westvleteren Blond,5971,Bilwaukee,18
Sainte Colombe Bire de Froment,54647,dornoy,13
Great Divide Yeti Imperial Stout,25082,iep,19
Tyranena Three Beaches Honey Blonde Ale,50987,XmnwildX12,12
Hurlimann Samichlaus,2399,biggcb,17
Stoudts Karnival Klsch,117829,lachrymalisis,17
Fullers London Pride &#40;Pasteurised&#41;,288,hanabel,19
Stone Sublimely Self Righteous Ale,96858,harbuck76,15
Mc Chouffe,1615,maxpizzo,14
Shipyard XXXX IPA &#40;Pugsley&#8217;s Signature Series&#41;,103518,Gmoney,16
Left Hand Wake Up Dead Barrel-Aged Imperial Stout,31053,rsauermann,18
Gouden Carolus Cuvee Van De Keizer Blauw/Blue,6170,LeoR,12
Marin Old Dipsea Bourbon Barrel Aged Barleywine,81684,timfoolery,19
Doodle Dubbel,139852,squigs46,13
Chatoe Rogue Dirtoir Black Lager,113631,nova73,17
Hop Back Summer Lightning,1242,BeerFanDan17,14
Great Divide Denver Pale Ale,1649,shanepardue,15
Presidente,7624,webjedi,6
Stone Double Bastard Ale,11243,MMM...Beer,16
Becks,703,DrBayern,11
Paulaner Oktoberfest Bier &#40;Wiesn Bier&#41;,646,Kasteelfreak,15
Summit Hefe Weizen,7748,supermikeyb,11
Morland Tanners Jack &#40;Bottle&#41;,673,vanvenlo,10
Ridleys Old Bob &#40;Bottle&#41;,312,Lunkie,10
Paulaner Salvator,649,VA Homebrewer,16
Weyerbacher Blithering Idiot,1409,T2Tool,13
Pabst Blue Ribbon,734,MJL360,10
Magic Hat Humble Patience,1465,alehead,15
New Belgium Trippel,427,Knownfactor,16
Lost Coast Indica India Pale Ale,5556,Duke,17
Millstream Reserve Dubbel,91374,pepsican,11
Elk Rock Wapati IPA,24866,beercollector,12
Hawthorn Brewing Co Premium Pale Ale,108235,maneliquor,14
Nils Oscar Rkporter,78524,SirLimpsalot,12
The Bruery Coton &#40;Bourbon Barrel Aged&#41;,123503,mspindler,17
Allagash Tripel Reserve,3063,sinkr,18
Rogue Youngers Special Bitter,8084,burcusabrews,16
Samuel Adams Summer Ale,171,dlihcsnatas,14
Big Rock Kld,27,rugbyboy99,18
Rogue Imperial India Pale Ale &#40;IPA&#41;,586,STEPHENDR,16
Russian River Pliny the Elder,8936,carl4beer,17
Rogue Chocolate Stout,7177,Jonte,13
Summit Hefe Weizen,7748,richlikebeer,13
Nokian Keisari Strong IV,45606,abemorsten,13
Victory Storm King Imperial Stout,626,doubelknv3,18
Newport Storm 01,11076,pepsican,16
Southern Tier IPA,23004,badwhale,16
Lagunitas Undercover Investigation Shut-Down Ale,58708,MmmcKay,14
New Belgium Mothership Wit,58992,danfosha,15
Bear Republic Red Rocket Ale,1609,randolphjj,15
Grolsch Lentebok,8142,NoX,10
Dogfish Head 120 Minute IPA,22904,ThunderChicken,13
Guinness Draught,1267,mbgrayson,12
Erdinger Weissbier Alkoholfrei,10078,Monkeypower,12
Ithaca Winterizer,28294,aubreya,16
Free State Owd Macs Imperial Stout,2946,jeffin7,19
Lancaster Winter Warmer,22355,JamesHellican,18
Bud Light,474,finalcut,4
Hitachino Nest White Ale,10526,MaBeer1972,12
St. Austell Tribute &#40;Bottle&#41;,22934,wheresthepath,14
BFM La Torpille,5924,KornDogg,15
Franziskaner Hefe-Weissbier Dunkel,1089,TheRimmer,14
Grolsch Premium Lager / Pilsner,715,JRHBrew,12
Michelob Porter,65139,ilherps,9
Fosters Lager,187,tummybeerfigur,11
Wychwood Hobgoblin &#40;Pasteurised&#41;,5107,futre7,11
Nelson Powder Monkey,26332,stravale,5
DAB Original,4754,SlovakSniper,11
Green Flash West Coast IPA,44905,larryLSB,17
Mendocino Red Tail Ale,353,popery,9
Vinos Quawpaw Quarter Porter,2482,ericmc83,15
Samuel Smiths India Ale,86,Chad9976,15
Furthermore Knot Stock,61941,JohnnyOS,14
Stone Arrogant Bastard Ale,1315,mlunger12,15
Charleston East Bay IPA,46199,AR,13
De Dolle Speciaal Brouwsel 20,8147,Dougal,18
Highland Orkney Porter,98929,Phatman,13
Abita Purple Haze,8,redtechnj,11
Michelob Ultra,12963,hennes,2
Berkshire Draymans Porter,8939,joebudzjoe,15
Avery Old Jubilation Ale,68,Floback,18
Anchor Liberty Ale,47,Lunkie,10
Stone 12th Anniversary Bitter Chocolate Oatmeal Stout,89707,carl4beer,18
Unibroue Maudite,1921,mikejmadden99,16
Szot Negra Stout,65191,RC8,18
Three Rivers Orchard Street Raspberry Wheat,21841,erway,3
Delirium Nocturnum,5232,mlist55,10
Scheyern Kloster-Export Dunkel,19746,HermanW,13
Quilmes Cristal,7485,haggis03a3,10
Southern Tier Hoppe,70146,CelticBrew,15
Poperings Hommelbier,5092,jehoey,14
Hoppin Frog Outta Kilter Wee Heavy Scotch Red Ale,99411,jimmack34,14
Blest Bock,19389,Lilith,15
Bells Oberon Ale,3211,amx1970390,10
Allagash Bacchus Tripel,69526,hiphops,14
Delirium Tremens,1039,QuezXLV,17
Dry Dock Seven Seas Double IPA,110652,tennessejed420,14
Heavy Seas Small Craft Warning ber Pils,32135,weeare138,16
Apis Pltorak Jadwiga,24026,mlunger12,17
Samuel Smiths Taddy Porter,94,pumpmaster,17
Shock Top Belgian White,81108,mddawso,15
Abbaye dAulne Triple Brune Sur Lie,10157,BartC,15
Samuel Adams Latitude 48 IPA,117828,Nimrod979,14
Dogfish Head Liquor de Malt,33380,BrockLanders,15
Unibroue Blanche de Chambly,8820,jollyraider,14
Bear Republic Red Rocket Ale,1609,CUJO,15
Oskar Blues Ten FIDY,68107,Bilk,18
Sierra Nevada Celebration Ale,370,bubslang,17
Dogfish Head Theobroma,81490,Swilson2,17
Rogue Morimoto Imperial Pilsner,587,flemdawg,17
Petes Wicked Winter Brew,472,Sickboy282,15
De Dolle Dulle Teve 10 &#40;Mad Bitch&#41;,6875,hirigalzkar,14
Hofbru Mnchen Oktoberfestbier,8823,1010,15
Bosman Specjal,10255,culchiem,10
Fish Tale Leviathan Barleywine &#40;Batch 5+&#41;,43201,pepsican,13
Brutopia Honey Brown,9387,destroye7,10
Yuengling Traditional Lager,884,Andrew196,12
Burleigh Hefeweizen,94765,BarossaLuke,13
Vintage IPA,122376,triguy84,17
St. Bernardus Pater 6,2529,georgekappus,12
Gordon Biersch Mrzen,2448,checkmatei1,13
Lost Abbey Sinners 08,90688,juiceisloose,16
Weyerbacher Decadence,48051,starfireming,14
Live Oak Big Bark Amber Lager,11824,grat,16
Fernandes Pearle,82039,dnas2,15
North Country Buck Snort Stout,45791,Naka,14
Smuttynose Old Brown Dog,104,pnista,16
21st Amendment Brew Free or Die IPA,8189,chaz01,14
Mendocino Black Hawk Stout,355,beerchugger,15
Long Trail Double Bag,3046,mike mcneil,16
Saranac Hefeweizen,17695,andy609,11
Amstel Lager,38,inbirraveritas,11
Harveys Imperial Stout,6415,railcat1,16
Boulder Beer Pass Time Pale Ale,5102,brianjames1,11
Woodchuck Dark and Dry 802 Draft Cider,2991,beeronmypants,10
Harpoon Leviathan Imperial IPA,92922,juiceisloose,15
Harpoon IPA,694,daliesque,14
Jupiler,8042,Fagner,10
Borg Julel 4.7%,28220,tfredvik,8
Wisby Oaked Porter,155468,_angst_,10
New Glarus Unplugged Wisconsin Cran-bic,111480,13mikey,17
Unibroue Maudite,1921,trafford,17
21st Amendment Back in Black,95188,thorongil2,18
Bells Octoberfest Beer,63240,juiceisloose,14
McSorleys Ale,7071,tsarman,13
Bush de Nol &#40;Scaldis Noel&#41;,3019,WisconsinBeer,16
Brunehaut Abbaye de Saint-Martin Blonde,19047,Wim,12
Lost Abbey Judgment Day,64627,hallinghansen,16
Lagunitas India Pale Ale,6887,RiverHorse,15
